,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
174,"Senior Data Scientist, Machine Learning",$141K-$170K (Glassdoor Est.),"What is Slice?

Slice is the leading technology and marketing platform made exclusively for local pizzerias, making it super easy to order delicious, authentic local pizza anywhere, anytime. We serve the $45 billion U.S. pizzeria market in two ways: by providing a pizza-centric mobile and web ordering experience for consumers, and by empowering local restaurants with the technology, tools, and marketing to grow their business, while helping them compete with Big Pizza. Can you imagine what a small mom and pop pizza shop could achieve with the resources of Domino's?

You will be one of the founding members of the ML Data Science team for a leading marketplace technology company. In this role, you will develop and implement machine learning algorithms and personalization products from scratch that directly impact our customers. You will be partnering closely with our product, engineering and business stakeholders to open up new opportunities and accelerate the growth of the business. Your strong foundations in mathematics, statistics and machine learning and exceptional communication and leadership skills will bring unique insights into our strategy. Your passion for solving problems and sense of urgency will fuel the success of the team.

What you'll do:
Develop ML models to derive insights on customer behavior and inform product opportunities and strategy
Partner with Product teams on developing product roadmaps and leveraging ML techniques to curate a better user experience and drive business results
Work with Engineering teams to build the infrastructure and processes to productionize and iterate ML models
Collaborate with other Data teams on solidifying the data foundation of Slice, including event logging, experimentation, data modeling etc
What we're looking for:
Graduate degree in Computer Science, Mathematics, Operations Research or equivalent quantitative fields. PhD preferred
3+ years of industry experience in machine learning or data science using mainstream languages such as Python, Spark etc
Experience in partnering with product and engineering teams in developing production-level code to deliver ML-backed product features
Familiarity with programming languages such as Java, C++ etc
Experience in search and recommendation product a plus
History of Slice:

Slice was born in 2010 and has quietly bootstrapped its way to building a network of more than 11,000 pizzerias nationwide. Ilir Sela, our founder and CEO, started the company as a passion project to help his friends and family in the pizza business, but he quickly saw a massive opportunity to champion these small businesses by bringing their craft to the masses. Ilir has since built an amazing team of operators, marketers, technologists, and investors all dedicated to making it easier for people to enjoy their favorite local pizza while helping local shops succeed.

Our Pizza Philosophy

Slice is on a journey to be the most valuable pizza brand on the planet. We connect makers and eaters to enrich their lives through the power of specialization and pizza expertise. Backed by generations of knowledge and cutting-edge technology, we give makers the platform and voice to take charge of their industry, expand their coverage, and fill the world with authentic cuisine. When passionate makers turn their craft into their livelihood, we all live happier, fuller lives. People stop accepting the homogenous, mass-produced pies of big chains and robotic trucks because the quality, variety, and authenticity of Slice is both hyper-convenient and known worldwide. We believe pizza isn't just food. It's a slice of community, a slice of culture, a slice of life.

We're growing our family every day so, if you've got a passion for local, authentic pizza and the drive to help share it with the world, we'd love to have you on the team! Check out a few awards we've recently won for our workplace and culture: Inc., Crain's, BuiltinNYC

Slice is an Equal Opportunity Employer and is committed to building an inclusive environment for people of all backgrounds and everyone is encouraged to apply. We do not discriminate on the basis of race, color, gender, sexual orientation, gender identity or expression, religion, disability, national origin, protected veteran status, age, or any other status protected by applicable national, federal, state, or local law.

SDL2017",4.3,"Slice
4.3","New York, NY","San Mateo, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,₹1 to ₹5 billion (INR),-1
175,Data Scientist - Digital Analyst,$141K-$170K (Glassdoor Est.),"Location:

Secaucus, New Jersey

Job Summary:

The Data Scientist will be will be responsible for supporting the company's efforts to create a strong and advanced analytics team focusing on our customer. This position will conduct data mining and develop machine learning algorithms, predictive models and leverage it for customer insights across all channels.

A successful candidate will assist with the development and implementation of marketing analytics and database marketing principles. Works with marketing teams to understand business needs, develop improved analytical solutions, data-driven marketing strategies/tactics, and reports to validate and measure results and provide customers easy access to relevant information.

Responsibilities:

The Marketing modeling team is responsible for providing support for customer analytics, marketing optimization, marketing operations including test plans, campaign testing, suppression and segmentation, assisting in modeling and campaign analytics. The successful candidate has a proven track record in customer analytics, predictive modeling and database marketing capabilities. This role will require the ability not only to set and deliver against the overarching strategy, but also to be an active contributor to the daily workload and tactical activities. Customer analytics supports all areas of the customer marketing organization. This is an outstanding opportunity for a motivated, strategic thinker with practical hands-on ability to build upon a talented foundation and to take the customer analytics capability to new heights at The Children's Place.
Responsible for analytical support and statistical modeling for the purpose of maximizing revenue. Accountable for driving valuable fact-based and quantitative consumer insights from internal systems and to synthesize key findings which inform business and strategic marketing strategies.
Customer Analytics: Develop customer profiles and customer segmentation. Create predictive and behavioral models. Continuously validate and optimize models as well as the customer profiles and segmentation work.
Marketing Optimization: Conduct analytics for A/B and multivariate tests, create business cases, strategies and prepare forecasts and related models.
Campaign and Channel Analytics: Design the measurement plan, ensure tracking enablement and complete and distribute all campaign and channel results as well as ROI reporting. Share insights and optimization recommendations widely with all internal customers.
Continually review and make recommendations for the improvement of our processes and technology in order to build a more quantitative and data-driven approach to customer marketing. Codify and distribute formal frameworks and methodologies in support of data-driven marketing methodologies.
Support the production of analytical studies, customer models and deliver accurate customer based insights on spending behavior, response & predictive modeling, scoring, forecasting, customer lifetime value, and other data sources compiled from multiple tools and sources. Ensure valuable model insights are evaluated for long-term reporting utilization.
Performs duties by collecting data, analysis, and makes recommendations to management relevant to the strategic direction of marketing programs. Analyzes market conditions, sales trends, customer preferences and competitive behavior.
Participate as a thought leader or lead large strategic projects from scope definition through to execution and implementation.
Expert level programming skills using SAS, R or Python as a programming language to meet the challenges of advanced data manipulation, complicated programming logic, and large data volumes is required.
Minimum three years or equivalent experience of SAS programming using SAS/BASE, SAS/MACRO, SAS/SQL, SAS/STAT, and SAS/GRAPH, SAS Stored Processes in a data intense environment.
Experience with SAS Enterprise Guide, SAS Marketing Automation, SAS Data Integration Studio, Enterprise Miner, SAS Web Report Studio, SAS OLAP and SAS Information Map Studio is highly preferred. MS office products and SQL is required
Assist director and manager of analytics and marketing in promoting and developing a strong sense of analytics culture based on data facts, teamwork, contribution
Education and Experience:
Master's degree in mathematics, statistics, or related field
3-5 years in analytics role including experience in advanced analytics (statistical modeling)
Experience working with transaction level, email, and customer data strongly preferred
Retail industry experience preferred
Skills and Behaviors:
Ability to manage internal and external resources
Strong working knowledge in one or more analytics tools such as SAS, R, Python
Strong working knowledge in Adobe
Solid understanding of page tagging concepts
Proficient in Google Analytics (Preferred)
Strong understanding of marketing, user experience, and customer segmentation principles, best practices and analytical approaches
Ability to apply digital marketing analytics results to the practical considerations of day-to-day marketing and operational business challenges
Understanding of machine learning techniques such as Regression, ANOVA, Clustering, Decision Trees, Random Forests, Gradient Boosting Machines
Strong knowledge in online and offline experiments, including A/B testing and multivariate experiments
Familiar with recommendation systems and algorithms
Ability to analyze, interpret, and develop insights from complex data structure
Ability to tell the story focuses on insights, not just data",-1,Children's Place,"Secaucus, NJ","New Orleans, LA",1 to 50 employees,-1,Company - Private,Preschool & Child Care,Education,Unknown / Non-Applicable,-1
176,FirstSense Applied Data Scientist,$141K-$170K (Glassdoor Est.),"Position Description Overview

Interested in stopping fraud before it occurs? Join Fiserv's FirstSense fraud intelligence team to work in a highly collaborative setting to deliver a cutting-edge service that uses advanced analytics, dark web monitoring and financial transaction research to mitigate fraud. Our team needs a strong data analyst/data scientist to contribute to the reporting we produce for our customers.

Job Responsibilities
Process, clean, and verify the integrity of data used for analysis
Work on end-to-end analytical projects, from initial identification of business needs, through to completion
Coordinate with different functional teams to integrate data sets and implement models
Analyze large sets of data to develop new insights into potential fraudulent behavior and create models to identify these patterns in broader datasets utilizing the multiple Analytical Stacks like R, Python, Spark, SAS, SQL MongoDB, etc.
Communicate complex concepts to business stakeholders in a clear and concise manner
Become familiar with payment card fraud the fraud life-cycle and become well-versed in the dark web threat landscape
Job Requirements
Minimum of 3 years of relevant work experience (5 years preferred)
Strong project management and attention to detail to bring projects to fruition on time
Excellent written and verbal communication skills for coordinating across teams
A drive to learn and master new technologies and techniques
Strong problem solving skills
Knowledge of advanced statistical techniques and concepts
Experience working with and creating data architectures
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets
Coding knowledge and experience with several languages: C, C , Java, JavaScript, etc
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and associated advantages and drawbacks
Strong problem solving skills
Degrees
Bachelor of Science
Master of Science
Learn more about Fiserv:

Life moves fast. And as it does, we know most people aren't thinking about ""financial services"" But we are.

We help people and businesses move money and information every minute of every day. Our solutions connect financial institutions, corporations, merchants and consumers to one another, millions of times a day, behind the scenes, reliably and securely.

We're Fiserv, a global leader in Fintech and payments enabling innovative financial services experiences that are in step with the way people live and work today. The company's approximately 44,000 associates proudly serve clients in more than 100 countries, so their customers, members and consumers can move money when and where they need it, at the point of thought.

Our Aspiration is to move money and information in a way that moves the world. As a FORTUNE? 500 company and one of FORTUNE Magazine World's Most Admired Companies for the sixth consecutive year, we are committed to excellence and purposeful innovation.

We welcome and encourage diversity in our workforce. Fiserv is an equal opportunity employer/disability/vet

Explore the possibilities of a career with Fiserv and Find Your Forward with us.",2.9,"First Data Corporation
2.9","Jersey City, NJ","Atlanta, GA",10000+ employees,1971,Company - Public,Financial Transaction Processing,Finance,₹500+ billion (INR),-1
177,Principal Data Scientist,$141K-$170K (Glassdoor Est.),"Req ID: 68574BR

Job Description

The Clinical Products data science team helps supercharge CVS-Aetna s clinical programs to improve member health and lower costs. Given CVS-Aetna s size, scope, and deep set of capacities, CVS-Aetna is an unparalleled platform to make a difference in healthcare in the US and beyond. The Clinical Products team has three main goals. First, CVS-Aetna is launching a series of clinical programs that use the resources of the combined CVS-Aetna, and our team delivers the advanced analytics to support those initiatives. Second, the team develops data-driven clinical recommendations that are delivered to members, their providers, and their caregivers. Finally, we build condition-specific models that help other parts of the company (e.g. pricing) better predict member care journeys.

About the position. A Principal Data Scientist will join the Clinical Products team and will be responsible for leading and providing technical vision for one or (more likely) more projects. A Principal Data Scientist will build lead a team that develops predictive models, works with clinical experts (e.g. doctors) to translate their subject matter expertise into machine learning models, sources data, and presents to technical and non-technical stakeholders. A Principal Data Scientist will also lead and mentor team members. Finally, Principal Data Scientist will need to help set the team s coherent, actionable, and inspiring technical visionand she will need to inspire the team to execute on that vision.

Fundamental Components included but are not limited to:

+ Lead team of 2-3 Data Scientists to develop and deliver models that inform CVS-Aetna s clinical programs.

+ Consults with business partners and clinical leaders to understand problems and goals, understand business value, and translate into business opportunities to be captured through predictive analytics solutions.

+ Develops and/or uses advanced algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomes

+ Demonstrates superior communication skills, and ability to develop and participate in presentations and consultations to business stakeholders on analytics results and solutions

+ Supports deployment of insights across multiple channels, i.e., web, mobile app, email, social, call center, Apple watch

+ Motivates team members and probes into technical detail

+ Contributes Subject Matter Expertise (SME) through interactions with team members, peers and managers to exchange complex information related to areas of specialization

+ Mentors others, and champions 360-feedback across team

Qualifications Requirements and Preferences:

+ 7-10 or more years of progressively complex related experience.

+ Demonstrates proficiency in all areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and advanced in-depth specialization in some areas.

+ Solid understanding of health care industry, products, and systems.

+ Deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.

+ Strong skills to effectively communicate and negotiate across the business and in the external health care environment

+ Demonstrates strong ability to communicate technical concepts and implications to business partners.

+ Strong organizational, management and leadership skills.

+ Excellent analytical and problem solving skills.

+ Comprehensive knowledge of health care industry, products, systems, business strategies and products

+ Clinically oriented background or professional experience is a plus.

Benefit Eligibility

Benefit eligibility may vary by position.

Job Function: Data & Analytics

Aetna is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected Veterans status.",3.3,"First Health Group
3.3","New York, NY","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Operators,Insurance,₹500+ billion (INR),Humana
178,Principal Data Scientist,$141K-$170K (Glassdoor Est.),"What is Slice?

Slice is the leading technology and marketing platform made exclusively for local pizzerias, making it super easy to order delicious, authentic local pizza anywhere, anytime. We serve the $45 billion U.S. pizzeria market in two ways: by providing a pizza-centric mobile and web ordering experience for consumers, and by empowering local restaurants with the technology, tools, and marketing to grow their business, while helping them compete with Big Pizza. Can you imagine what a small mom and pop pizza shop could achieve with the resources of Domino's?

As the Principal of Data Science, you have an amazing opportunity to take a lead role with technical authority for a leading marketplace technology company. You will be hands-on while managing a team of data scientists to develop and implement machine learning algorithms and personalization products that directly impact our customers. You will be partnering closely with our product, engineering and business stakeholders to open up new opportunities and accelerate the growth of the business. Your strong foundations in mathematics, statistics and machine learning and exceptional communication and leadership skills will bring unique insights into our strategy. Your passion for solving problems and sense of urgency will fuel the success of the team.

What we're looking for:
Graduate degree in Computer Science, Mathematics, Operation Research or equivalent quantitative fields. PhD preferred
6+ years of industry/academic experience in data science, machine learning or a related field using mainstream languages such as Python, Spark etc
Demonstrated craft in modeling and optimization techniques tailored to meet business needs
Experience in developing production level code or partnering with engineering teams to deliver product features
Track record of developing junior members from academia/industry to advance their careers in a business environment
Familiarity with programming languages such as Java, C++, Perl
Experience in product management a plus
History of Slice:

Slice was born in 2010 and has quietly bootstrapped its way to building a network of more than 11,000 pizzerias nationwide. Ilir Sela, our founder and CEO, started the company as a passion project to help his friends and family in the pizza business, but he quickly saw a massive opportunity to champion these small businesses by bringing their craft to the masses. Ilir has since built an amazing team of operators, marketers, technologists, and investors - all dedicated to making it easier for people to enjoy their favorite local pizza while helping local shops succeed.

Our Pizza Philosophy

Slice is on a journey to be the most valuable pizza brand on the planet. We connect makers and eaters to enrich their lives through the power of specialization and pizza expertise. Backed by generations of knowledge and cutting-edge technology, we give makers the platform and voice to take charge of their industry, expand their coverage, and fill the world with authentic cuisine. When passionate makers turn their craft into their livelihood, we all live happier, fuller lives. People stop accepting the homogenous, mass-produced pies of big chains and robotic trucks because the quality, variety, and authenticity of Slice is both hyper-convenient and known worldwide. We believe pizza isn't just food. It's a slice of community, a slice of culture, a slice of life.

We're growing our family every day - so, if you've got a passion for local, authentic pizza and the drive to help share it with the world, we'd love to have you on the team! Check out a few awards we've recently won for our workplace and culture: Inc., Crain's, BuiltinNYC

Slice is an Equal Opportunity Employer and is committed to building an inclusive environment for people of all backgrounds and everyone is encouraged to apply. We do not discriminate on the basis of race, color, gender, sexual orientation, gender identity or expression, religion, disability, national origin, protected veteran status, age, or any other status protected by applicable national, federal, state, or local law.",4.3,"Slice
4.3","New York, NY","San Mateo, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,₹1 to ₹5 billion (INR),-1
179,Data Scientist,$141K-$170K (Glassdoor Est.),"With one application you can be considered for thousands of tech roles from leading companies on Seen.

Seen by Indeed is a free service that connects you to opportunities that take you further in your career.
Join today to be seen and make your mark in your next tech role.
With just one application, we'll show you off to hundreds of employers once your profile is approved.
Seen matches you to opportunities based off where you've been and where you want to go in your career.
Talk to career coaches for free to help you set your best foot forward whether it be during the interview process or during a promotion.

By creating an account, you agree to Indeed's Terms of Service, Cookie Policy and Privacy Policy.",5.0,"Seen by Indeed
5.0","New York, NY","Austin, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
180,Data Scientist,$70K-$123K (Glassdoor Est.),"Working with the GHD Digital Team across North America, the Data Scientist is responsible for providing the delivery of expert Data and Analytics solutions and credibility to our clients. The role can be based anywhere near a GHD HUB. Preferred locations are Houston, Pittsburgh, Edison, Buffalo and the greater Toronto area.

The role:
Create solutions for our clients through the use of advanced statistical analysis, data mining, and data visualization techniques,
Staying on top of the industry's trends, in order to provide forward-thinking recommendations
Identifies the data the business should be collecting, devises methods of instrumenting the business's system in order to extract this information
Designs, implements, and evaluates advanced statistical models and approaches for application in the business's most complex issues
Researches new ways for predicting and modeling end-user behavior as well as investigating data summarization and visualization techniques for conveying key applied analytics findings
Performs ad-hoc data mining and exploratory statistics tasks on very large data-sets related to the business's strategies
Prepares reports and presentations that will give insights
Cleansing of large unstructured data and enabling analytical capability in order to query the data and address various business needs
Uses unstructured and disjointed datasets for the purpose of independently generating actionable business insights as well as creating manageable analytical processes
Collaborates with senior data scientists to communicate obstacles and findings to relevant stakeholders in an effort to improve decision-making and drive business performance.
Comes up with superb illustrations and visualizations of data communicating statistical modeling results as measures of the business's impact.
Works closely with others in the data analytics team, in solving complex business issues.
Team player, cooperating with other staff and sharing information and knowledge
Seeking advice from others when learning
Ability to influence with or without formal authority
Coordinating and monitoring specific team tasks when requested
Delegating occasional work requirements to technical and support staff, monitoring progress and ensuring desired outcomes are delivered on time
Pursue professional development opportunities
The Data Scientist also takes initiative to experiment with various technologies and tools with vision of creating innovative data driven insights for the business at the quickest pace possible.
In this position, the Data Scientist also takes initiative in evaluating and adapting new and improved data science approaches for the business, which he forwards to senior management of approval.
Can demonstrate an ability to create and maintain strong, meaningful, and lasting relationships with others.
Confident but friendly and approachable
Can inspire confidence and trust in other team members and key stakeholders
Requirements:
Ph.D. or masters with 0-3 years of experience in any mathematical sciences
Demonstrated skills in SQL server reporting services, analysis services, integration services, Tableau, or other data visualization tools.
Strong programming skills and experience working with tools such as R, Python Programming, Open Source, visualizations, and so forth.
Experience with big data platforms such as Aster and Hadoop.
Can also demonstrate strong skill in statistical techniques inclusive of cluster-analysis test design, regressions, and forecasting methodologies as well as substantial familiarity in big data and standardizing and A/B testing.",3.3,"GHD
3.3","Edison, NJ","Sydney, Australia",5001 to 10000 employees,1928,Company - Private,Consulting,Business Services,₹100 to ₹500 billion (INR),-1
181,"Data Scientist/Engineer (R code, AWS, Big Data)",$70K-$123K (Glassdoor Est.),"Medidata’s journey started in 1999 when a scientist working on his first clinical trial waded through inefficiencies and delays – and knew that technology could improve the process. Almost 20 years later, we've grown to be the leader in clinical technology. In 2019, we launched AcornAI to meet changing biopharma need as companies rapidly progress to the age of precision medicine. Built on our platform with the industry’s largest structured, standardized and growing clinical trial data repository consisting of 17,000+ trials and 4.5M patients,

AcornAI is one of the largest AI companies exclusively dedicated to life sciences. Our team is composed of over 40 PhD/Masters statisticians, data
scientists, analytical product leads, former FDA biostatisticians and computational genomicists. AcornAI’s is looking for individuals who will help us tackle some of the most complex questions facing the industry today using our proprietary AcornAI platform and advanced analytics. In this role, you will
research and develop statistical models.

At AcornAI, we never work alone. This role will partner heavily
with all of the key stakeholder functions including Product, Delivery, Engineering, partnerships and Biostatistics. Successful candidates will be skilled in analytical/quantitative thinking, structured communication and excited about building the next horizon of Medidata’s journey of powering smarter treatments and healthier people.

Your Mission:
Design and develop modular, well-tested, well-documented, reusable, and extensible R code for statistical applications.
Peer review R code and provide critical, constructive feedback.
Design and implement statistical tests to validate the application.
Work with product managers to craft feature requirements, question assumptions, assess feasibility, and estimate cost/benefit tradeoffs.
Work with other engineers to create data contracts of all integration points. Question assumptions and assess cost/benefit to arrive at the best solution.
Ability to work independently on complex and diverse issues and propose solutions
Your Competencies:
High proficiency in R programming, including extensive hands-on experiences in the following technologies: RStudio, tidyverse, devtools, and R6
Proficiency in SQL programming
Hands-on experience in statistical modeling and analysis. Familiarity with concepts such as p-values, GLM, distributions, clustering, and survival analysis.
Experience using github and Git version control
Familiarity with AWS technologies such as EC2, S3, RDS, Batch and Step Functions.
Familiarity with big data technologies such as Spark.
Ability to translate business requirements into data pipelines and model framework, owning and driving successful projects.
Strong verbal and written communication
Your Education & Experience:
Masters or PhD in computer science, statistics, operations research, or data science or in a related field with strong foundation in statistical methodology
4+ years of experience in R programming and statistical analysis
Medidata is making a real difference in the lives of patients everywhere by accelerating critical drug and medical device development, enabling life-saving drugs and medical devices to get to market faster. Our products sit at the convergence of the Technology and Life Sciences industries, one of most
exciting areas for global innovation. Nine of the top 10 best-selling drugs in 2017 were developed on the Medidata platform. Medidata’s solutions have powered over 14,000 clinical trials giving us the largest collection of clinical
trial data in the world. With this asset, we pioneer innovative, advanced applications and intelligent data analytics, bringing an unmatched level of quality and efficiency to clinical trials enabling treatments to reach waiting patients sooner.

EEO Statement

US: Medidata Solutions, Inc. is an Equal Opportunity Employer. Medidata Solutions provides equal employment opportunities to all employees and
applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability
status, protected veteran status, or any other characteristic protected by the law. Medidata Solutions complies with applicable state and local
laws governing non-discrimination in employment in every location in which the company has facilities.

#LI-AS1",4.3,"Medidata Solutions
4.3","New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,₹50 to ₹100 billion (INR),Oracle
182,Sr Data Scientist,$70K-$123K (Glassdoor Est.),"The Senior Data Scientist is responsible for defining, building, and improving statistical models to improve business processes and outcomes in one or more healthcare domains such as Clinical, Enrollment, Claims, and Finance. As part of the broader analytics team, Data Scientist will gather and analyze data to solve and address complex business problems and evaluate scenarios to make predictions on future outcomes and work with the business to communicate and support decision-making. This position requires strong analytical skills and experience in analytic methods including multivariate regressions, hierarchical linear models, regression trees, clustering methods and other complex statistical techniques.

Duties & Responsibilities:

• Develops advanced statistical models to predict, quantify or forecast various operational and performance metrics in multiple healthcare domains
• Investigates, recommends, and initiates acquisition of new data resources from internal and external sources
• Works with multiple teams to support data collection, integration, and retention requirements based on business needs
• Identifies critical and emerging technologies that will support and extend quantitative analytic capabilities
• Collaborates with business subject matter experts to select relevant sources of information
• Develops expertise with multiple machine learning algorithms and data science techniques, such as exploratory data analysis and predictive modeling, graph theory, recommender systems, text analytics and validation
• Develops expertise with Healthfirst datasets, data repositories, and data movement processes
• Assists on projects/requests and may lead specific tasks within the project scope
• Prepares and manipulates data for use in development of statistical models
• Other duties as assigned

Minimum Qualifications:

-Bachelor's Degree

Preferred Qualifications:

- Master’s degree in Computer Science or Statistics
Familiarity with major cloud platforms such as AWS and Azure
Healthcare Industry Experience

Minimum Qualifications:

-Bachelor's Degree

Preferred Qualifications:

- Master’s degree in Computer Science or Statistics
Familiarity with major cloud platforms such as AWS and Azure
Healthcare Industry Experience

WE ARE AN EQUAL OPPORTUNITY EMPLOYER. Applicants and employees are considered for positions and are evaluated without regard to mental or physical disability, race, color, religion, gender, national origin, age, genetic information, military or veteran status, sexual orientation, marital status or any other protected Federal, State/Province or Local status unrelated to the performance of the work involved.

If you have a disability under the Americans with Disability Act or a similar law, and want a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to careers@Healthfirst.org or calling 212-519-1798 . In your email please include a description of the accommodation you are requesting and a description of the position for which you are applying. Only reasonable accommodation requests related to applying for a position within Healthfirst Management Services will be reviewed at the e-mail address and phone number supplied. Thank you for considering a career with Healthfirst Management Services.
EEO Law Poster and Supplement",2.9,"Healthfirst (New York)
2.9","New York, NY","New York, NY",1001 to 5000 employees,1993,Non-profit Organisation,Insurance Operators,Insurance,Unknown / Non-Applicable,"EmblemHealth, UnitedHealth Group, Aetna"
183,Data Scientist for Alpha Insights,$70K-$123K (Glassdoor Est.),"The Alpha Insights team is looking for an entrepreneurial data scientist to contribute to its data-driven investment initiatives. Alpha Insights crowdsources the world's investment insights and through such data creation we are an integral part of the investment management process. We interact with people external to the firm to collect and analyze their investment insights through our web and mobile products.

Data science in Alpha Insights has 3 missions: (1) make relevant data and metrics accessible to the team (2) perform analyses to guide business and product decisions and (3) build data-driven features that power our products.

You will take on the following responsibilities:
Deliver metrics and analyses to all functions within Alpha Insights including product, design, and business units
Write ETLs to convert structure/unstructured data into stable data assets
Build visualizations to enable team members to extract relevant insights
Apply statistical analysis and exploratory techniques to enable data-driven decision making
Own data-driven product components (e.g. ranking and recommendation algorithms)
You should possess the following qualifications:
3-5 years of experience in data analysis or similar role
MS or PhD in Computer Science, Statistics, Economics or related, quantitative field
Experience applying statistical methods (distribution analysis, classification, regression, clustering, etc.). Application of these methods to user behavior a plus
Demonstrated experience highlighting innovation, creativity, and intuition, e.g. the ability to laterally identify other sources of useful information and think 'outside the box'
Strong data transformation skills (e.g. using Pandas, R,)
Software engineering skills in at least one imperative programming language
Communication skills to explain metrics/analyses to members of management, engineering, product and business teams.
Prior experience in finance is not required
You will enjoy the following benefits:
Core Benefits: Fully paid medical and dental insurance premiums for employees and dependents, 401k match, employer-paid life & disability insurance
Perks: Onsite gyms with laundry service, wellness activities, casual dress, snacks, game rooms
Learning: Tuition reimbursement, conference and training sponsorship
Time Off: Generous vacation, sick days, and paid caregiver leaves
Andiamo is an Equal Opportunity Employer

Andiamo provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Andiamo complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

All qualified candidates are encouraged to apply by submitting their resume as an MS word document including a cover letter with a summary of relevant qualifications, highlighting clearly any special or relevant experience.",3.5,"Andiamo
3.5","New York, NY","Warren, MI",201 to 500 employees,-1,Company - Private,Casual Restaurants,"Restaurants, Pubs, Bars & Food Service",₹100 to ₹500 million (INR),-1
184,Data Scientist,$70K-$123K (Glassdoor Est.),"Job Description and Responsibilities

Interactive Brokers Group (IBG) is looking for a junior Data Scientist. The successful candidate will execute analytical tasks on large data sets to support decision makers and provide insight and reports about our platforms. The data scientist role will use data to help us better understand who our clients are, how they engage with our products and services and how we can better serve them by identifying interesting and useful trends in our data. You will make an impact by using your passion for data and analysis to generate actionable insights that we will use to improve the experience for our clients. The position responsibilities include but are not limited to:
Collect and analyze various telemetry and behavioral data
Produce daily metrics and reports
Clean and prepare data for Machine Learning and A.I.
Assist with designing and running A/B tests
Automate frequently used reporting and data analysis workflows
Work closely with software engineers and architects to extract, transform and standardize data for optimal use for analytic tools
Qualifications
Bachelors in Computer Science, Mathematics, Statistics or related fields; Masters strongly preferred
2+ years' experience in a data science or data analysis role
2+ years of Java coding experience
2+ years mining and analyzing data sets to extract meaningful trends, producing meaningful and actionable reports
Experience using statistical programming languages, machine learning and other toolkits and techniques for analyzing large, complex datasets
Technical proficiency with transforming structured and unstructured data sets
Strong analytical skills, attention to detail and accuracy
Expert problem solving skills and creative thinking ability
This position is not sponsoring for employment authorization to work in the U.S.

Company Overview

Interactive Brokers (""IBKR""), a subsidiary of publicly-traded Interactive Brokers Group, Inc., based in Greenwich, Connecticut (NASDAQ: IBKR) is a low-cost provider of trade execution and clearing services for active traders, institutional investors, financial advisors and introducing brokers. IBKR's premier technology provides electronic access to stocks, options, futures, forex, bonds, and funds worldwide from a single IBKR Integrated Investment account. IBKR is one of the largest online brokers by trade volume and is consistently ranked at the top of its field.

Our employees are part of a dynamic, multinational, fast-paced, results-oriented team working to provide our customers with state-of-the-art trading technology, superior execution capabilities, worldwide electronic access, and sophisticated risk management tools.

Our headquarters are in Greenwich, CT, USA. IBKR has offices in the United States, Canada, the United Kingdom, Switzerland, Hungary, Estonia, Russia, India, Hong Kong, China, Japan and Australia.

IBKR is a member of NYSE, FINRA, and SIPC. Interactive Brokers Group brokerage affiliates are regulated by securities and commodities agencies around the world.

Click HERE to view a short video with a few words from current Interactive Brokers employees.

For more information, please visit www.ibkr.com/info",3.3,"Interactive Brokers LLC
3.3","Greenwich, CT","Greenwich, CT",1001 to 5000 employees,-1,Company - Public,Brokerage Services,Finance,₹100 to ₹500 billion (INR),-1
